cloudtrail_performance_summary_optimized_all_queries
Query_ID,PPL_Query,DSL_Query,PPL_Avg_ms,PPL_Median_ms,PPL_Std_ms,PPL_MAD_ms,PPL_P90_ms,PPL_P95_ms,PPL_P99_ms,PPL_Min_ms,PPL_Max_ms,PPL_Raw_Max_ms,PPL_Outlier_Count,PPL_Success_Rate,DSL_Avg_ms,DSL_Median_ms,DSL_Std_ms,DSL_MAD_ms,DSL_P90_ms,DSL_P95_ms,DSL_P99_ms,DSL_Min_ms,DSL_Max_ms,DSL_Raw_Max_ms,DSL_Outlier_Count,DSL_Success_Rate,Winner,PPL_DSL_Ratio,Statistically_Significant,Performance_Outlier,Outlier_Reason
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,103.02ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤119.37ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,37.1% (166.68ms vs 121.59ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,114.44ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),4.45ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #3,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,114.4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,100.17ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.14x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤1.17x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 1.07x, Q1: 1.05x, Q3: 1.10x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,114.4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤119.37ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,21.5% (149.81ms vs 123.25ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,121.57ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.3ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #4,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,105.95ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,100.21ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.06x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤1.17x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 1.07x, Q1: 1.05x, Q3: 1.10x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,105.95ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤119.37ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,2.9% (127.82ms vs 124.2ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,116.43ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.09ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #5,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,106.21ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,101.7ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.04x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤1.17x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 1.07x, Q1: 1.05x, Q3: 1.10x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,106.21ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤119.37ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,6.7% (132.16ms vs 123.91ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,118.58ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),4.13ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #6,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,105.75ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,100.72ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.05x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤1.20x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 1.09x, Q1: 1.06x, Q3: 1.12x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,0/50 (0.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,105.75ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤115.55ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,0.0% (120.39ms vs 120.39ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,113.87ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),2.95ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #7,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,107.9ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,99.88ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.08x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤1.14x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 1.07x, Q1: 1.04x, Q3: 1.08x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,2/50 (4.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,107.9ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤127.53ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,22.8% (148.16ms vs 120.66ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,112.96ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.12ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 2 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #8,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,110.82ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,98.86ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.12x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤1.12x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 1.12x, Q1: 1.12x, Q3: 1.12x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,110.82ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤110.82ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,18.5% (152.79ms vs 128.97ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,124.18ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),2.97ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #9,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,117.81ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,99.67ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.18x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤1.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 1.16x, Q1: 1.14x, Q3: 1.17x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,117.81ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤121.28ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,14.5% (148.34ms vs 129.55ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,127.21ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.76ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #10,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,109.51ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,101.72ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.08x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤1.17x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 1.07x, Q1: 1.05x, Q3: 1.10x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,0/50 (0.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,109.51ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤119.37ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,0.0% (123.18ms vs 123.18ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,118.67ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),4.08ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #11,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,107.7ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,101.88ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.06x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤1.17x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 1.07x, Q1: 1.05x, Q3: 1.10x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,0/50 (0.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,107.7ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤119.37ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,0.0% (123.4ms vs 123.4ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,115.73ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),4.34ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #12,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,109.2ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,99.86ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.09x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤1.20x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 1.09x, Q1: 1.06x, Q3: 1.12x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,0/50 (0.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,109.2ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤115.55ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
