nfw_performance_summary_optimized_all_queries
Query_ID,PPL_Query,DSL_Query,PPL_Avg_ms,PPL_Median_ms,PPL_Std_ms,PPL_MAD_ms,PPL_P90_ms,PPL_P95_ms,PPL_P99_ms,PPL_Min_ms,PPL_Max_ms,PPL_Raw_Max_ms,PPL_Outlier_Count,PPL_Success_Rate,DSL_Avg_ms,DSL_Median_ms,DSL_Std_ms,DSL_MAD_ms,DSL_P90_ms,DSL_P95_ms,DSL_P99_ms,DSL_Min_ms,DSL_Max_ms,DSL_Raw_Max_ms,DSL_Outlier_Count,DSL_Success_Rate,Winner,PPL_DSL_Ratio,Statistically_Significant,Performance_Outlier,Outlier_Reason
32,"SOURCE = flint_new_data_source_default_amazon_networkfirewall__mview | WHERE `aws.networkfirewall.event.alert.action` = ""blocked"" | STATS COUNT() as `Count` by `aws.networkfirewall.event.dest_port` | EVAL `Destination Port` = CAST(`aws.networkfirewall.event.dest_port` as STRING) | SORT - `Count` | HEAD 10","{""track_total_hits"":true,""aggs"":{""2"":{""filters"":{""filters"":{""aws.networkfirewall.event.alert.action: blocked"":{""bool"":{""must"":[],""filter"":[{""bool"":{""should"":[{""match"":{""aws.networkfirewall.event.alert.action"":""blocked""}}],""minimum_should_match"":1}}],""should"":[],""must_not"":[]}}}},""aggs"":{""3"":{""terms"":{""field"":""aws.networkfirewall.event.dest_port"",""order"":{""_count"":""desc""},""size"":10}}}}},""size"":0,""stored_fields"":[""*""],""script_fields"":{},""docvalue_fields"":[{""field"":""aws.networkfirewall.event.netflow.end"",""format"":""date_time""},{""field"":""aws.networkfirewall.event.netflow.start"",""format"":""date_time""},{""field"":""aws.networkfirewall.event.timestamp"",""format"":""date_time""},{""field"":""aws.networkfirewall.event.tls.notafter"",""format"":""date_time""},{""field"":""aws.networkfirewall.event.tls.notbefore"",""format"":""date_time""}],""_source"":{""excludes"":[]},""query"":{""bool"":{""must"":[],""filter"":[{""match_all"":{}}],""should"":[],""must_not"":[]}}}",110.79,109.99,3.92,2.45,116.33,118.14,122.33,105.74,124.22,124.22,0,100.0,97.39,96.71,4.34,2.96,103.33,104.91,109.0,90.68,110.54,110.54,0,100.0,DSL,1.14,Yes,No,
33,"SOURCE = flint_new_data_source_default_amazon_networkfirewall__mview | WHERE `aws.networkfirewall.event.alert.action` = ""blocked"" | STATS count() as Count by SPAN(`aws.networkfirewall.event.timestamp`, 2d), `aws.networkfirewall.event.src_ip`, `aws.networkfirewall.event.dest_ip`, `aws.networkfirewall.event.dest_port` | EVAL `Src IP - Dst IP:Port` = CONCAT(`aws.networkfirewall.event.src_ip`, "" - "", `aws.networkfirewall.event.dest_ip`, "": "", CAST(`aws.networkfirewall.event.dest_port` AS STRING)) | SORT - Count | HEAD 10","{""track_total_hits"":true,""size"":0,""aggs"":{""filtered_actions"":{""filter"":{""term"":{""aws.networkfirewall.event.alert.action"":""blocked""}},""aggs"":{""ip_pairs"":{""multi_terms"":{""terms"":[{""field"":""aws.networkfirewall.event.src_ip""},{""field"":""aws.networkfirewall.event.dest_ip""},{""field"":""aws.networkfirewall.event.dest_port""}],""size"":10,""order"":{""_count"":""desc""}},""aggs"":{""time_series"":{""date_histogram"":{""field"":""aws.networkfirewall.event.timestamp"",""fixed_interval"":""2d""}}}}}}},""query"":{""bool"":{""filter"":[{""match_all"":{}}],""should"":[],""must_not"":[]}}}",165.55,164.68,5.29,3.5,171.38,176.42,180.22,157.18,182.38,182.38,0,100.0,102.31,100.56,6.42,3.92,112.04,113.57,118.05,92.77,121.97,121.97,0,100.0,DSL,1.64,Yes,No,
34,"SOURCE = flint_new_data_source_default_amazon_networkfirewall__mview | WHERE `aws.networkfirewall.event.alert.action` = 'blocked' and `aws.networkfirewall.event.proto` = 'TCP' | STATS count() as Count by SPAN(`aws.networkfirewall.event.timestamp`, 2d), `aws.networkfirewall.event.src_ip`, `aws.networkfirewall.event.dest_ip`, `aws.networkfirewall.event.dest_port`| EVAL `Src IP - Dst IP:Port` = CONCAT(`aws.networkfirewall.event.src_ip`, "" - "", `aws.networkfirewall.event.dest_ip`, "": "", CAST(`aws.networkfirewall.event.dest_port` AS STRING)) | SORT - Count | HEAD 10","{""track_total_hits"":true,""size"":0,""aggs"":{""filtered_actions"":{""filter"":{""term"":{""aws.networkfirewall.event.alert.action"":""blocked""}},""aggs"":{""ip_pairs"":{""multi_terms"":{""terms"":[{""field"":""aws.networkfirewall.event.src_ip""},{""field"":""aws.networkfirewall.event.dest_ip""},{""field"":""aws.networkfirewall.event.dest_port""},{""field"":""aws.networkfirewall.event.proto""}],""size"":10,""order"":{""_count"":""desc""}},""aggs"":{""time_series"":{""date_histogram"":{""field"":""aws.networkfirewall.event.timestamp"",""fixed_interval"":""1d""}}}}}}},""query"":{""bool"":{""filter"":[{""match_all"":{}}],""should"":[],""must_not"":[]}}}",160.9,159.41,3.55,1.9,166.14,167.17,168.76,155.16,169.25,169.25,0,100.0,96.71,95.22,4.23,2.8,102.31,105.02,106.68,90.2,107.43,107.43,0,100.0,DSL,1.67,Yes,No,
35,"SOURCE = flint_new_data_source_default_amazon_networkfirewall__mview| WHERE `aws.networkfirewall.event.alert.action` = 'blocked' and `aws.networkfirewall.event.proto` = 'UDP' | STATS count() as Count by SPAN(`aws.networkfirewall.event.timestamp`, 2d), `aws.networkfirewall.event.src_ip`, `aws.networkfirewall.event.dest_ip`, `aws.networkfirewall.event.dest_port` | EVAL `Src IP - Dst IP:Port` = CONCAT(`aws.networkfirewall.event.src_ip`, "" - "", `aws.networkfirewall.event.dest_ip`, "": "", CAST(`aws.networkfirewall.event.dest_port` AS STRING)) | SORT - Count | HEAD 10","{""track_total_hits"":true,""size"":0,""aggs"":{""filtered_actions"":{""filter"":{""term"":{""aws.networkfirewall.event.alert.action"":""blocked""}},""aggs"":{""ip_pairs"":{""multi_terms"":{""terms"":[{""field"":""aws.networkfirewall.event.src_ip""},{""field"":""aws.networkfirewall.event.dest_ip""},{""field"":""aws.networkfirewall.event.dest_port""},{""field"":""aws.networkfirewall.event.proto""}],""size"":10,""order"":{""_count"":""desc""}},""aggs"":{""time_series"":{""date_histogram"":{""field"":""aws.networkfirewall.event.timestamp"",""fixed_interval"":""1d""}}}}}}},""query"":{""bool"":{""filter"":[{""match_all"":{}}],""should"":[],""must_not"":[]}}}",160.91,159.9,4.21,2.74,166.4,169.35,171.84,155.14,172.72,172.72,0,100.0,98.3,97.9,4.36,2.82,103.51,107.29,109.44,91.05,109.72,116.61,2,100.0,DSL,1.63,Yes,No,
36,"SOURCE = flint_new_data_source_default_amazon_networkfirewall__mview | WHERE `aws.networkfirewall.event.proto` = 'TCP' and `aws.networkfirewall.event.netflow.age` > 350 | STATS count() as Count by SPAN(`aws.networkfirewall.event.timestamp`, 2d), `aws.networkfirewall.event.src_ip`, `aws.networkfirewall.event.src_port`, `aws.networkfirewall.event.dest_ip`, `aws.networkfirewall.event.dest_port` | EVAL `Src IP:Port - Dst IP:Port` = CONCAT(`aws.networkfirewall.event.src_ip`, "": "", CAST(`aws.networkfirewall.event.src_port` AS STRING), "" - "", `aws.networkfirewall.event.dest_ip`, "": "", CAST(`aws.networkfirewall.event.dest_port` AS STRING)) | SORT - Count | HEAD 10","{""track_total_hits"":true,""size"":0,""aggs"":{""filtered_actions"":{""filter"":{""range"":{""aws.networkfirewall.event.netflow.age"":{""gt"":350}}},""aggs"":{""ip_pairs"":{""multi_terms"":{""terms"":[{""field"":""aws.networkfirewall.event.src_ip""},{""field"":""aws.networkfirewall.event.src_port""},{""field"":""aws.networkfirewall.event.dest_ip""},{""field"":""aws.networkfirewall.event.dest_port""},{""field"":""aws.networkfirewall.event.proto""}],""size"":10,""order"":{""_count"":""desc""}},""aggs"":{""time_series"":{""date_histogram"":{""field"":""aws.networkfirewall.event.timestamp"",""fixed_interval"":""2d""}}}}}}},""query"":{""bool"":{""filter"":[{""match_all"":{}}],""should"":[],""must_not"":[]}}}",181.55,180.13,6.64,4.44,190.11,195.42,198.89,173.17,200.11,200.11,0,100.0,101.99,101.23,7.08,3.88,114.04,115.28,120.87,90.93,124.51,165.31,3,100.0,DSL,1.78,Yes,No,
37,"SOURCE = flint_new_data_source_default_amazon_networkfirewall__mview | WHERE `aws.networkfirewall.event.proto` = 'TCP' and `aws.networkfirewall.event.tcp.syn` = ""true"" and `aws.networkfirewall.event.tcp.ack` = ""true"" | STATS count() as Count by SPAN(`aws.networkfirewall.event.timestamp`, 2d), `aws.networkfirewall.event.src_ip`, `aws.networkfirewall.event.src_port`, `aws.networkfirewall.event.dest_ip`, `aws.networkfirewall.event.dest_port`| EVAL `Src IP:Port - Dst IP:Port` = CONCAT(`aws.networkfirewall.event.src_ip`, "": "", CAST(`aws.networkfirewall.event.src_port` AS STRING), "" - "", `aws.networkfirewall.event.dest_ip`, "": "", CAST(`aws.networkfirewall.event.dest_port` AS STRING)) | SORT - Count | HEAD 10","{""track_total_hits"":true,""size"":0,""aggs"":{""filtered_actions"":{""filter"":{""bool"":{""filter"":[{""term"":{""aws.networkfirewall.event.proto"":""TCP""}},{""term"":{""aws.networkfirewall.event.tcp.syn"":true}},{""term"":{""aws.networkfirewall.event.tcp.ack"":true}}]}},""aggs"":{""multi_field_agg"":{""composite"":{""size"":10,""sources"":[{""time_bucket"":{""date_histogram"":{""field"":""aws.networkfirewall.event.timestamp"",""fixed_interval"":""2d""}}},{""src_ip"":{""terms"":{""field"":""aws.networkfirewall.event.src_ip""}}},{""src_port"":{""terms"":{""field"":""aws.networkfirewall.event.src_port""}}},{""dest_ip"":{""terms"":{""field"":""aws.networkfirewall.event.dest_ip""}}},{""dest_port"":{""terms"":{""field"":""aws.networkfirewall.event.dest_port""}}}]}}}}}}",3959.27,3931.29,91.31,30.56,4136.94,4157.78,4176.09,3806.57,4176.75,4890.54,8,100.0,100.94,100.04,5.05,4.17,106.32,108.4,112.39,91.95,113.43,1797.29,1,100.0,DSL,39.3,Yes,Yes,Slow_vs_DSL(ratio:39.30x>threshold:2.21x);High_Outlier_Rate(8/50=16.0%>5%);Slow_PPL_Absolute(median:3931.3ms>threshold:243.6ms)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=== INTERPRETATION GUIDE ===,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEY METRICS EXPLAINED:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL_Max_ms,Maximum execution time from CLEANED data (outliers removed) - represents typical worst case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL_Raw_Max_ms,Maximum execution time from ALL data (including outliers) - represents absolute worst case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL_Outlier_Count,Number of outlier executions detected (out of 50 total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL_DSL_Ratio,Performance ratio - how much slower/faster PPL is vs DSL (1.0 = equal performance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Performance_Outlier,Yes = Query is an outlier compared to other queries; No = Normal performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outlier_Reason,"Why query was flagged - e.g., Slow_vs_DSL, High_Outlier_Rate, Slow_PPL_Absolute",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEALTH INDICATORS:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric,Healthy,Needs Attention,Critical,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL_Outlier_Count,0-2,3-5,>5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raw vs Clean Max Difference,<10%,10-25%,>25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL_DSL_Ratio,Within normal range for dataset,Approaching threshold,>Dataset threshold (>2.21x for this run),,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL_Success_Rate,≥95%,80-95%,<80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Performance_Outlier,No,-,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOW TO IDENTIFY PROBLEMATIC QUERIES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Check Performance_Outlier column,Yes = Query needs investigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Check PPL_Outlier_Count,>5 outliers = Inconsistent performance (network/cluster issues),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Check PPL_DSL_Ratio,"Check Outlier_Reason for actual threshold (data-driven, was 2.21x for this dataset)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Check PPL_Success_Rate,<95% = Query reliability issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Compare PPL_Raw_Max_ms vs PPL_Max_ms,>25% difference = Large performance spikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTLIER DETECTION METHOD:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algorithm,Modified Z-Score using MAD (Median Absolute Deviation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Threshold,4.0 (default),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference,Iglewicz & Hoaglin (1993) - How to Detect and Handle Outliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purpose,"Identifies statistical anomalies caused by network issues, GC pauses, cluster delays",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST SUMMARY:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Queries Tested,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queries Flagged as Outliers,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iterations per Query,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Outlier Executions,171/1850 (9.2%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Outlier Executions,141/1850 (7.6%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average PPL/DSL Ratio,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outlier Detection Threshold,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=== PER-QUERY OUTLIER ANALYSIS ===,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This section explains why each query was or was not flagged as an outlier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Three detection criteria are evaluated: PPL/DSL Ratio, Outlier Execution Rate, and Absolute Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #1,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,120.39ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,101.83ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.18x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 2.30x, Q1: 1.09x, Q3: 1.54x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,120.39ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤243.58ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,8.4% (151.96ms vs 140.18ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,127.4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),4.74ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #2,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,123.59ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,102.42ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.21x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.51x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 3.00x, Q1: 1.10x, Q3: 1.66x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,0/50 (0.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,123.59ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤239.20ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,0.0% (135.97ms vs 135.97ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,131.46ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.92ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #3,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,122.25ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,103.15ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.19x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.51x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 3.00x, Q1: 1.10x, Q3: 1.66x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,122.25ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤239.20ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,13.7% (154.22ms vs 135.69ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,130.89ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.67ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #4,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,122.91ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,101.16ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.22x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 2.30x, Q1: 1.09x, Q3: 1.54x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,122.91ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤243.58ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,20.7% (172.81ms vs 143.22ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,136.14ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),4.39ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #5,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,119.79ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,102.29ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.17x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.51x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 3.00x, Q1: 1.10x, Q3: 1.66x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,119.79ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤239.20ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,5.9% (140.3ms vs 132.52ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
